,종목코드,종목명,업종,코스닥여부
1014,230480,KOSEF 미국달러선물인버스2X,기타,N
1015,232080,TIGER 코스닥150,기타,N
1016,233160,TIGER 코스닥150 레버리지,기타,N
1017,233740,KODEX 코스닥150 레버리지,기타,N
1018,234080,JW생명과학,제약,N
1019,234310,KBSTAR V&S셀렉트밸류,기타,N
1020,236350,TIGER 인도니프티50레버리지(합성),기타,N
1021,237350,KODEX 코스피100,기타,N
1022,237370,KODEX 배당성장채권혼합,기타,N
1023,237440,TIGER 경기방어채권혼합,기타,N
1024,238670,ARIRANG 스마트베타Quality채권혼합,기타,N
1025,238720,KINDEX 일본Nikkei225(H),기타,N
1026,239660,ARIRANG 우량회사채50 1년,기타,N
1027,241180,TIGER 일본니케이225,기타,N
1028,241390,KBSTAR V&S셀렉트밸류채권혼합,기타,N
1029,241560,두산밥캣,기계,N
1030,241590,화승엔터프라이즈,"섬유,의류,신발,호화품",N
1031,243880,TIGER 200IT레버리지,기타,N
1032,243890,TIGER 200에너지화학레버리지,기타,N
1033,244580,KODEX 바이오,기타,N
1034,244620,KODEX 모멘텀Plus,기타,N
1035,244660,KODEX 퀄리티Plus,기타,N
1036,244670,KODEX 밸류Plus,기타,N
1037,245340,TIGER 미국다우존스30,기타,N
1038,245350,TIGER 유로스탁스배당30,기타,N
1039,245360,TIGER 차이나HSCEI,기타,N
1040,245710,KINDEX 베트남VN30(합성),기타,N
1041,247780,KODEX 가치투자,기타,N
1042,247790,KODEX 성장투자,기타,N
1043,247800,KODEX 턴어라운드투자,기타,N
1044,248170,샘표식품,식품,N
1045,248260,TIGER 일본TOPIX헬스케어(합성),기타,N
1046,248270,TIGER S&P글로벌헬스케어(합성),기타,N
1047,249420,일동제약,제약,N
1048,250730,KBSTAR 차이나HSCEI(H),기타,N
1049,250780,TIGER 코스닥150선물인버스,기타,N
1050,251270,넷마블,게임엔터테인먼트,N
1051,251340,KODEX 코스닥150선물인버스,기타,N
1052,251350,KODEX 선진국MSCI World,기타,N
1053,251590,ARIRANG 고배당저변동50,기타,N
1054,251600,ARIRANG 고배당주채권혼합,기타,N
1055,251890,KINDEX 코스닥(합성),기타,N
1056,252000,TIGER 200동일가중,기타,N
1057,252400,KBSTAR 200선물레버리지,기타,N
1058,252410,KBSTAR 200선물인버스,기타,N
1059,252420,KBSTAR 200선물인버스2X,기타,N
1060,252650,KODEX 200동일가중,기타,N
1061,252670,KODEX 200선물인버스2X,기타,N
1062,252710,TIGER 200선물인버스2X,기타,N
1063,252720,KBSTAR 모멘텀밸류,기타,N
1064,252730,KBSTAR 모멘텀로우볼,기타,N
1065,253150,ARIRANG 200선물레버리지,기타,N
1066,253160,ARIRANG 200선물인버스2X,기타,N
1067,253230,KOSEF 200선물인버스2X,기타,N
1068,253240,KOSEF 200선물인버스,기타,N
1069,253250,KOSEF 200선물레버리지,기타,N
1070,253280,KBSTAR 헬스케어,기타,N
1071,253290,KBSTAR 헬스케어채권혼합,기타,N
1072,256440,KINDEX 인도네시아MSCI(합성),기타,N
1073,256450,ARIRANG 심천차이넥스트(합성),기타,N
1074,256750,KODEX 심천ChiNext(합성),기타,N
1075,260200,KOSEF 배당바이백Plus,기타,N
1076,260270,KOSEF 저PBR가중,기타,N
1077,261060,TIGER 코스닥150IT,기타,N
1078,261070,TIGER 코스닥150바이오테크,기타,N
1079,261110,TIGER 미국달러선물레버리지,기타,N
1080,261120,TIGER 미국달러선물인버스2X,기타,N
1081,261140,TIGER 우선주,기타,N
1082,261220,KODEX WTI원유선물(H),기타,N
1083,261240,KODEX 미국달러선물,기타,N
1084,261250,KODEX 미국달러선물레버리지,기타,N
1085,261260,KODEX 미국달러선물인버스2X,기타,N
1086,261270,KODEX 미국달러선물인버스,기타,N
1087,261920,KINDEX 필리핀MSCI(합성),기타,N
1088,263190,ARIRANG 단기우량채권,기타,N
1089,264900,크라운제과,식품,N
1090,26490K,크라운제과우,식품,N
1091,265690,KINDEX 러시아MSCI(합성),기타,N
1092,266140,TIGER 지속배당,기타,N
1093,266160,KBSTAR 고배당,기타,N
1094,266360,KODEX 미디어&엔터테인먼트,기타,N
1095,266370,KODEX IT,기타,N
1096,266390,KODEX 경기소비재,기타,N
1097,266410,KODEX 필수소비재,기타,N
1098,266420,KODEX 헬스케어,기타,N
1099,266550,ARIRANG 중형주저변동50,기타,N
1100,267250,현대중공업지주,석유와가스,N
1101,267260,현대일렉트릭,전기장비,N
1102,267270,현대건설기계,기계,N
1103,267290,경동도시가스,가스유틸리티,N
1104,267440,KBSTAR 미국장기국채선물(H),기타,N
1105,267450,KBSTAR 미국장기국채선물인버스(H),기타,N
1106,267490,KBSTAR 미국장기국채선물레버리지(합성 H),기타,N
1107,267500,KBSTAR 미국장기국채선물인버스2X(합성 H),기타,N
1108,267770,TIGER 200선물레버리지,기타,N
1109,267850,아시아나IDT,IT서비스,N
1110,268280,미원에스씨,화학,N
1111,269370,TIGER S&P글로벌인프라(합성),기타,N
1112,269420,KODEX S&P글로벌인프라(합성),기타,N
1113,269530,ARIRANG S&P글로벌인프라,기타,N
1114,269540,ARIRANG 미국S&P500(H),기타,N
1115,270800,KBSTAR KQ고배당,기타,N
1116,270810,KBSTAR 코스닥150,기타,N
1117,271050,KODEX WTI원유선물인버스(H),기타,N
1118,271060,KODEX 3대농산물선물(H),기타,N
1119,271560,오리온,식품,N
1120,271980,제일약품,제약,N
1121,272210,한화시스템,우주항공과국방,N
1122,272220,KINDEX 스마트모멘텀,기타,N
1123,272230,KINDEX 스마트밸류,기타,N
1124,272450,진에어,항공사,N
1125,272550,삼양패키징,포장재,N
1126,272560,KBSTAR 단기국공채액티브,기타,N
1127,272570,KBSTAR 중장기국공채액티브,기타,N
1128,272580,TIGER 단기채권액티브,기타,N
1129,272910,KINDEX 중장기국공채액티브,기타,N
1130,273130,KODEX 종합채권(AA-이상)액티브,기타,N
1131,273140,KODEX 단기변동금리부채권액티브,기타,N
1132,275280,KODEX MSCI모멘텀,기타,N
1133,275290,KODEX MSCI밸류,기타,N
1134,275300,KODEX MSCI퀄리티,기타,N
1135,275750,KBSTAR 코스닥150선물인버스,기타,N
1136,275980,TIGER 글로벌4차산업혁신기술(합성 H),기타,N
1137,276000,TIGER 글로벌자원생산기업(합성 H),기타,N
1138,276650,KBSTAR 글로벌4차산업IT(합성 H),기타,N
1139,276970,KODEX 미국S&P고배당커버드콜(합성 H),기타,N
1140,276990,KODEX 글로벌4차산업로보틱스(합성),기타,N
1141,277540,KINDEX S&P아시아TOP50,기타,N
1142,277630,TIGER 코스피,기타,N
1143,277640,TIGER 코스피대형주,기타,N
1144,277650,TIGER 코스피중형주,기타,N
1145,278240,KBSTAR 코스닥150선물레버리지,기타,N
1146,278420,ARIRANG ESG우수기업,기타,N
1147,278530,KODEX 200TR,기타,N
1148,278540,KODEX MSCI Korea TR,기타,N
1149,278620,ARIRANG 단기채권액티브,기타,N
1150,279530,KODEX 고배당,기타,N
1151,279540,KODEX 최소변동성,기타,N
1152,280320,KINDEX 미국4차산업인터넷(합성 H),기타,N
1153,280360,롯데제과,식품,N
1154,280920,ARIRANG 주도업종,기타,N
1155,280930,KODEX 미국러셀2000(H),기타,N
1156,280940,KODEX 골드선물인버스(H),기타,N
1157,281820,케이씨텍,반도체와반도체장비,N
1158,281990,KBSTAR 중소형고배당,기타,N
1159,282000,KBSTAR 국고채3년선물인버스,기타,N
1160,282330,BGF리테일,백화점과일반상점,N
1161,282690,동아타이어,자동차부품,N
1162,283580,KODEX 중국본토CSI300,기타,N
1163,284430,KODEX 200미국채혼합,기타,N
1164,284740,쿠쿠홈시스,가정용기기와용품,N
1165,284980,KBSTAR 200금융,기타,N
1166,284990,KBSTAR 200에너지화학,기타,N
1167,285000,KBSTAR 200IT,기타,N
1168,285010,KBSTAR 200중공업,기타,N
1169,285020,KBSTAR 200철강소재,기타,N
1170,285130,SK케미칼,화학,N
1171,28513K,SK케미칼우,화학,N
1172,285690,FOCUS ESG리더스,기타,N
1173,286940,롯데정보통신,IT서비스,N
1174,287180,ARIRANG 미국나스닥기술주,기타,N
1175,287300,KBSTAR 200건설,기타,N
1176,287310,KBSTAR 200경기소비재,기타,N
1177,287320,KBSTAR 200산업재,기타,N
1178,287330,KBSTAR 200생활소비재,기타,N
1179,289040,KODEX MSCI KOREA ESG유니버설,기타,N
1180,289250,TIGER MSCI KOREA ESG유니버설,기타,N
1181,289260,TIGER MSCI KOREA ESG리더스,기타,N
1182,289480,TIGER 200커버드콜ATM,기타,N
1183,289670,ARIRANG 국채선물10년,기타,N
1184,290080,KBSTAR 200고배당커버드콜ATM,기타,N
1185,290130,KBSTAR ESG사회책임투자,기타,N
1186,291130,KINDEX 멕시코MSCI(합성),기타,N
1187,291610,KOSEF 코스닥150선물,기타,N
1188,291620,KOSEF 코스닥150선물인버스,기타,N
1189,291630,KOSEF 코스닥150선물레버리지,기타,N
1190,291660,KODEX China H선물인버스(H),기타,N
1191,291680,KBSTAR 차이나H선물인버스(H),기타,N
1192,291890,KODEX MSCI EM선물(H),기타,N
1193,292050,KBSTAR KRX300,기타,N
1194,292100,TIGER 대형성장,기타,N
1195,292110,TIGER 대형가치,기타,N
1196,292120,TIGER 중소형,기타,N
1197,292130,TIGER 중소형성장,기타,N
1198,292140,TIGER 중소형가치,기타,N
1199,292150,TIGER TOP10,기타,N
1200,292160,TIGER KRX300,기타,N
1201,292190,KODEX KRX300,기타,N
1202,292340,마이티 200커버드콜ATM레버리지,기타,N
1203,292500,SMART KRX300,기타,N
1204,292560,TIGER 일본엔선물,기타,N
1205,292570,TIGER 일본엔선물레버리지,기타,N
1206,292580,TIGER 일본엔선물인버스,기타,N
1207,292590,TIGER 일본엔선물인버스2X,기타,N
1208,292730,FOCUS KRX300,기타,N
1209,292750,ARIRANG KRX300,기타,N
1210,292770,KODEX 국채선물3년인버스,기타,N
1211,293180,HANARO 200,기타,N
1212,293480,하나제약,제약,N
1213,293940,신한알파리츠,부동산,N
1214,294400,KOSEF 200TR,기타,N
1215,294870,HDC현대산업개발,건설,N
1216,295000,KBSTAR 국채선물10년,기타,N
1217,295020,KBSTAR 국채선물10년인버스,기타,N
1218,295040,SMART 200TR,기타,N
1219,295820,ARIRANG 200동일가중,기타,N
1220,296710,KODEX FnKorea50,기타,N
1221,298000,효성화학,화학,N
1222,298020,효성티앤씨,"섬유,의류,신발,호화품",N
1223,298040,효성중공업,전기장비,N
1224,298050,효성첨단소재,화학,N
1225,298340,ARIRANG 국채선물3년,기타,N
1226,298690,에어부산,항공사,N
1227,298770,KODEX 한국대만IT프리미어,기타,N
1228,299070,KINDEX 국채선물10년인버스,기타,N
1229,299080,KINDEX 국채선물3년인버스,기타,N
1230,300280,KBSTAR 중소형모멘텀로우볼,기타,N
1231,300290,KBSTAR 중소형모멘텀밸류,기타,N
1232,300610,TIGER K게임,기타,N
1233,300640,KBSTAR 게임테마,기타,N
1234,300720,한일시멘트,건축자재,N
1235,300950,KODEX 게임산업,기타,N
1236,301400,ARIRANG 코스닥150,기타,N
1237,301410,ARIRANG 코스닥150선물인버스,기타,N
1238,301440,ARIRANG 코스피중형주,기타,N
1239,302170,TIGER 국채선물3년인버스,기타,N
1240,302180,TIGER 국채선물10년인버스,기타,N
1241,302190,TIGER 중장기국채,기타,N
1242,302200,TIGER 중장기국채선물인버스,기타,N
1243,302210,TIGER 중장기국채선물인버스2X,기타,N
1244,302450,KBSTAR 코스피,기타,N
1245,304660,KODEX 미국채울트라30년선물(H),기타,N
1246,304670,KODEX 미국채울트라30년선물인버스(H),기타,N
1247,304760,HANARO KRX300,기타,N
1248,304770,HANARO 코스닥150,기타,N
1249,304780,HANARO 200선물레버리지,기타,N
1250,304940,KODEX 미국나스닥100선물(H),기타,N
1251,305050,KINDEX 코스피,기타,N
1252,305080,TIGER 미국채10년선물,기타,N
1253,305540,TIGER 2차전지테마,기타,N
1254,305720,KODEX 2차전지산업,기타,N
1255,306200,세아제강,철강,N
1256,306520,HANARO 200선물인버스,기타,N
1257,306530,HANARO 코스닥150선물레버리지,기타,N
1258,306540,HANARO 단기통안채,기타,N
1259,306950,KODEX KRX300레버리지,기타,N
1260,306960,KODEX KRX300선물인버스,기타,N
1261,307010,KBSTAR KRX300레버리지,기타,N
1262,307020,KBSTAR KRX300선물인버스,기타,N
1263,307510,TIGER 의료기기,기타,N
1264,307520,TIGER 지주회사,기타,N
1265,307610,TIGER KRX300레버리지,기타,N
1266,307620,TIGER KRX300선물인버스,기타,N
1267,307950,현대오토에버,IT서비스,N
1268,308170,센트랄모텍,자동차부품,N
1269,308620,KODEX 미국채10년선물,기타,N
1270,309170,ARIRANG KRX300IT,기타,N
1271,309210,ARIRANG KRX300헬스케어,기타,N
1272,309230,KINDEX 미국WideMoat가치주,기타,N
1273,310080,KBSTAR 중국MSCI China선물(H),기타,N
1274,310960,TIGER 200TR,기타,N
1275,310970,TIGER MSCI Korea TR,기타,N
1276,314250,KODEX 미국FANG플러스(H),기타,N
1277,314700,HANARO 농업융복합산업,기타,N
1278,315270,TIGER 200커뮤니케이션서비스,기타,N
1279,315480,KBSTAR 200커뮤니케이션서비스,기타,N
1280,315930,KODEX Top5PlusTR,기타,N
1281,315960,KBSTAR 대형고배당10TR,기타,N
1282,316140,우리금융지주,은행,N
1283,316300,KINDEX 싱가포르리츠,기타,N
1284,316670,KOSEF 코스닥150,기타,N
1285,317400,자이에스앤디,건설,N
1286,319640,TIGER 골드선물(H),기타,N
1287,319870,KBSTAR KRX300미국달러선물혼합,기타,N
1288,321410,KODEX 멀티에셋하이인컴(H),기타,N
1289,322000,현대에너지솔루션,에너지장비및서비스,N
1290,322120,KINDEX 스마트퀄리티,기타,N
1291,322130,KINDEX 스마트로우볼,기타,N
1292,322150,KINDEX 스마트하이베타,기타,N
1293,322400,HANARO e커머스,기타,N
1294,322410,HANARO 고배당,기타,N
1295,325010,KODEX Fn성장,기타,N
1296,325020,KODEX 배당가치,기타,N
1297,326030,SK바이오팜,제약,N
1298,326230,KBSTAR 내수주플러스,기타,N
1299,326240,KBSTAR IT플러스,기타,N
1300,328370,ARIRANG 코스피TR,기타,N
1301,329200,TIGER 부동산인프라고배당,기타,N
1302,329650,KODEX TRF3070,기타,N
1303,329660,KODEX TRF5050,기타,N
1304,329670,KODEX TRF7030,기타,N
