Date,open,high,low,close,volume,change,1month_close,1month_change,TARGET,_qcut,bol_upperband,bol_middleband,bol_lowerband,macd,macd_signal,macd_hist,bolinger_pca
2010-02-17,15439,15580,15280,15580,280246,0.030423280423280463,16380.0,0.051347881899871634,1.0,1.0,16991.324229659233,15722.0,14452.67577034077,,,,-29134.073626476296
2010-02-18,15580,15620,15440,15500,145108,-0.005134788189987138,16400.0,0.05806451612903226,1.0,1.0,16856.132012813334,15663.0,14469.867987186664,,,,-29241.239550734877
2010-02-19,15380,15540,15180,15200,223000,-0.01935483870967747,16360.0,0.07631578947368421,1.0,3.0,16610.556745436123,15573.0,14535.443254563877,-332.46600981569645,-380.2913527416535,47.825342925957045,-29407.341213368505
2010-02-22,15440,15560,15400,15460,231865,0.017105263157894735,16280.0,0.05304010349288486,1.0,1.0,16467.781917867043,15521.0,14574.218082132955,-304.0126302888493,-365.03560825109264,61.02297796224332,-29503.370299579816
2010-02-23,15480,15480,15119,15340,251717,-0.0077619663648124115,16360.0,0.06649282920469361,1.0,3.0,16175.723235206335,15446.0,14716.276764793665,-287.8282146448655,-349.59412952984724,61.765914884981726,-29647.626734941783
2010-02-24,15179,15220,15000,15040,301431,-0.019556714471968717,16900.0,0.12367021276595745,3.0,5.0,16018.392791901199,15383.0,14747.607208098801,-295.7996472355353,-338.8352330709848,43.035585835449524,-29762.924602973846
2010-02-25,15080,15160,14680,14720,386093,-0.021276595744680882,17140.0,0.1644021739130435,3.0,5.0,15950.756282121516,15319.0,14687.243717878484,-324.20120100616805,-335.9084266580215,11.707225651853435,-29873.895043859564
2010-02-26,14800,14960,14660,14880,311924,0.010869565217391353,17400.0,0.1693548387096774,3.0,5.0,15783.980150856343,15255.0,14726.019849143657,-329.99499725374335,-334.72574077716587,4.730743523422518,-29991.487126496366
2010-03-02,15220,15479,15120,15400,471552,0.034946236559139754,17380.0,0.12857142857142856,3.0,5.0,15738.107634220196,15241.0,14743.892365779804,-289.29218807730103,-325.6390302371929,36.34684215989188,-30017.837578644932
2010-03-03,15420,15460,15260,15420,194602,0.0012987012987013546,17180.0,0.11413748378728923,3.0,5.0,15720.283422342038,15235.0,14749.716577657962,-252.510304100575,-311.0132850098693,58.50298090929431,-30029.008038684013
2010-03-04,15420,15440,15120,15220,204388,-0.012970168612191912,17260.0,0.1340341655716163,3.0,5.0,15700.084026197057,15224.0,14747.915973802943,-236.76939438547015,-296.16450688498946,59.395112499519314,-30048.653774657185
2010-03-05,15259,15500,15259,15500,235291,0.018396846254927768,17120.0,0.10451612903225807,3.0,5.0,15693.066874233373,15222.0,14750.933125766627,-199.40236376097891,-276.8120782601874,77.40971449920846,-30052.449111700967
2010-03-08,15799,15840,15700,15720,391403,0.014193548387096744,16600.0,0.05597964376590331,1.0,1.0,15735.332891832037,15232.0,14728.667108167963,-150.30395100662463,-251.51045280947483,101.2065018028502,-30032.992849356517
2010-03-09,15740,15740,15540,15720,244284,0.0,16560.0,0.05343511450381679,1.0,1.0,15801.876390187841,15268.0,14734.123609812159,-110.12366806795217,-223.23309586117028,113.10942779321812,-29968.668566908524
2010-03-10,15720,15740,15560,15680,227383,-0.0025445292620864812,16900.0,0.0778061224489796,1.0,3.0,15846.969612409386,15304.0,14761.030387590614,-80.57930202690659,-194.70233709431756,114.12303506741097,-29905.776971431642
2010-03-11,15800,15880,15560,15560,392802,-0.007653061224489832,17100.0,0.09897172236503857,1.0,5.0,15873.590264119808,15321.0,14768.409735880192,-66.08637362407171,-168.97914440026838,102.89277077619667,-29875.72239111324
2010-03-12,15560,15680,15420,15560,200080,0.0,16960.0,0.08997429305912596,1.0,3.0,15896.173885655597,15344.0,14791.826114344403,-53.97839412186113,-145.97899434458694,92.00060022272581,-29835.957486581756
2010-03-15,15640,15660,15280,15360,251707,-0.01285347043701801,16540.0,0.07682291666666667,1.0,3.0,15899.850251883396,15349.0,14798.149748116604,-59.83136295492295,-128.74946806665415,68.9181051117312,-29827.395303307592
2010-03-16,15360,15400,15160,15300,331137,-0.00390625,16560.0,0.08235294117647059,1.0,3.0,15891.878773962357,15364.0,14836.121226037643,-68.52150818931659,-116.70387609118663,48.18236790187004,-29802.977822394718
2010-03-17,15440,15960,15420,15960,437152,0.04313725490196085,17040.0,0.06766917293233082,1.0,3.0,15981.096513639233,15406.0,14830.903486360767,-21.899581997582573,-97.74301727246582,75.84343527488325,-29727.159141234362
2010-03-18,15900,16140,15900,15940,307995,-0.0012531328320801727,16820.0,0.05520702634880803,1.0,1.0,16040.778728556685,15424.0,14807.221271443315,13.281694443207016,-75.53807492933126,88.81976937253827,-29693.233016650473
2010-03-19,16020,16140,15960,16080,214492,0.008782936010037545,16600.0,0.03233830845771144,1.0,1.0,16132.679336157868,15453.0,14773.320663842132,51.86210539319109,-50.058038864826784,101.92014425801787,-29638.8583944115
2010-03-22,16060,16080,15840,16020,184264,-0.003731343283582045,16680.0,0.04119850187265917,1.0,1.0,16205.853917598266,15494.0,14782.146082401734,76.71157715864138,-24.70411566013315,101.41569281877453,-29565.774579978417
2010-03-23,16139,16300,16100,16180,198652,0.009987515605493158,16700.0,0.032138442521631644,1.0,1.0,16301.647587957093,15530.0,14758.352412042907,108.06986327506456,1.85068012690639,106.21918314815818,-29499.496647140608
2010-03-24,16299,16500,16260,16380,318916,0.012360939431396822,16500.0,0.007326007326007326,-3.0,0.0,16431.64933943363,15582.0,14732.350660566372,147.36117161955553,30.95277842543622,116.40839319411931,-29404.320688394142
2010-03-25,16299,16440,16180,16380,189958,0.0,16500.0,0.007326007326007326,-3.0,0.0,16527.951648271963,15649.0,14770.048351728037,176.46563061743655,60.05534886383629,116.41028175360026,-29286.445647118708
2010-03-26,16460,16500,16240,16400,209802,0.0012210012210012167,16980.0,0.03536585365853658,1.0,1.0,16560.359655772507,15733.0,14905.640344227493,198.85270669136116,87.81482042934127,111.0378862620199,-29144.56161641195
2010-03-29,16200,16500,16200,16360,155679,-0.0024390243902439046,16580.0,0.013447432762836185,0.0,0.0,16578.831587848024,15807.0,15035.168412151977,210.93542775564674,112.43894189460237,98.49648586104438,-29020.241660798056
2010-03-30,16540,16580,16240,16280,240934,-0.004889975550122272,16680.0,0.02457002457002457,0.0,0.0,16625.33584444994,15851.0,15076.664155550061,211.61635818771538,132.27442515322497,79.34193303449041,-28943.949205096847
2010-03-31,16280,16680,16260,16360,434300,0.004914004914004844,16280.0,-0.004889975550122249,-3.0,-3.0,16676.08996909098,15898.0,15119.91003090902,216.12003464374902,149.04354705132977,67.07648759241926,-28862.382915250622
2010-04-01,16520,16900,16480,16900,561659,0.033007334963325086,15880.0,-0.06035502958579882,-5.0,-5.0,16810.28980435594,15982.0,15153.71019564406,260.2625727828781,171.28735219763945,88.97522058523867,-28713.700099088113
2010-04-02,16920,17200,16820,17140,419069,0.014201183431952646,16060.0,-0.06301050175029171,-5.0,-5.0,17002.560600067998,16064.0,15125.439399932002,311.02652633595244,199.23518702530205,111.79133931065039,-28564.465315065645
2010-04-05,17220,17400,17140,17400,304516,0.015169194865811031,15820.0,-0.09080459770114943,-5.0,-10.0,17237.02892523569,16148.0,15058.971074764311,367.9951335204296,232.98717632432755,135.00795719610204,-28409.085458818554
2010-04-06,17480,17500,17220,17380,330287,-0.0011494252873562871,15780.0,-0.09205983889528194,-5.0,-10.0,17424.88274131089,16231.0,15037.117258689112,406.8395393370938,267.7576489268808,139.08189041021302,-28258.482362642506
2010-04-07,17300,17380,17040,17180,388680,-0.011507479861910253,16260.0,-0.05355064027939464,-5.0,-5.0,17539.79739017393,16306.0,15072.20260982607,416.6824266369058,297.54260446888577,119.13982216802003,-28126.057567472177
2010-04-08,17140,17260,17060,17260,269327,0.00465657741559955,16200.0,-0.06141367323290846,-5.0,-5.0,17641.63024111845,16391.0,15140.369758881547,426.0273391750852,323.23955141012567,102.78778776495955,-27977.87324997484
2010-04-09,17280,17320,16960,17120,275789,-0.008111239860950192,15680.0,-0.08411214953271028,-5.0,-10.0,17696.97231239145,16469.0,15241.027687608552,417.325748267107,342.05679078152195,75.26895748558502,-27844.43739032012
2010-04-12,17180,17200,16540,16600,497940,-0.030373831775700966,15840.0,-0.04578313253012048,-3.0,-5.0,17649.03219989408,16531.0,15412.967800105918,364.27093204841003,346.4996190348996,17.77131301351045,-27744.513090045228
2010-04-13,16680,16680,16300,16560,409114,-0.002409638554216831,15460.0,-0.06642512077294686,-5.0,-5.0,17558.995336776297,16594.0,15629.004663223703,315.3616494605594,340.27202512003157,-24.91037565947215,-27645.737149972156
2010-04-14,16700,16940,16660,16900,308499,0.020531400966183666,15120.0,-0.10532544378698225,-10.0,-10.0,17568.747810560606,16641.0,15713.252189439392,300.5710531371951,332.3318307234643,-31.76077758626917,-27566.90940440428
2010-04-15,17240,17240,16880,17100,365104,0.01183431952662728,15160.0,-0.11345029239766082,-10.0,-10.0,17588.44701922037,16699.0,15809.55298077963,301.51208390222746,326.16788135921695,-24.65579745698949,-27469.12070911623
2010-04-16,17100,17160,16820,16960,220112,-0.008187134502923965,14820.0,-0.12617924528301888,-10.0,-10.0,17591.742599378635,16743.0,15894.257400621365,287.64523240585913,318.46335156854536,-30.81811916268623,-27395.714207301688
2010-04-19,16740,16800,16520,16540,247376,-0.024764150943396235,15000.0,-0.09310761789600967,-5.0,-10.0,17557.26137797053,16769.0,15980.738622029468,239.99860821462062,302.7704028977604,-62.771794683139774,-27354.770743996603
2010-04-20,16540,16640,16420,16560,271882,0.0012091898428052694,15440.0,-0.06763285024154589,-5.0,-5.0,17535.83955498489,16788.0,16040.160445015108,201.52904671761644,282.5221316617316,-80.99308494411514,-27324.598318208693
2010-04-21,16760,17060,16700,17040,264254,0.02898550724637672,15560.0,-0.08685446009389672,-5.0,-10.0,17551.9692195982,16821.0,16090.030780401801,207.38304786135632,267.49431490165654,-60.11126704030022,-27268.631210734715
2010-04-22,16980,16980,16660,16820,343557,-0.012910798122065748,15520.0,-0.07728894173602854,-5.0,-10.0,17545.484163522568,16843.0,16140.515836477434,192.05631886728952,252.40671569478314,-60.350396827493626,-27232.471161353198
2010-04-23,16960,16960,16560,16600,309436,-0.013079667063020217,15360.0,-0.0746987951807229,-5.0,-10.0,17535.381125178592,16853.0,16170.618874821408,160.30966431219713,233.98730541826595,-73.67764110606882,-27216.512684476344
2010-04-26,16700,16840,16600,16680,260608,0.004819277108433662,15540.0,-0.0683453237410072,-5.0,-5.0,17518.612192003813,16869.0,16219.387807996187,139.99180488228376,215.1882053110695,-75.19640042878575,-27191.019468079037
2010-04-27,16620,16760,16540,16700,260996,0.0011990407673860837,15860.0,-0.05029940119760479,-5.0,-5.0,17487.126452269535,16890.0,16292.873547730465,124.0733474385379,196.9652337365632,-72.8918862980253,-27158.192568164155
2010-04-28,16400,16500,16360,16500,320393,-0.0119760479041916,15740.0,-0.04606060606060606,-3.0,-5.0,17471.981738840463,16897.0,16322.01826115954,94.23326428530709,176.41883984631198,-82.1855755610049,-27147.56081107497
2010-04-29,16600,16620,16320,16500,226931,0.0,15700.0,-0.048484848484848485,-3.0,-5.0,17477.436507884056,16877.0,16276.563492115944,69.78039840417114,155.09115155788382,-85.31075315371268,-27180.463020502626
2010-04-30,16560,17040,16540,16980,454668,0.029090909090909056,15400.0,-0.09305064782096584,-5.0,-10.0,17459.386314204523,16869.0,16278.613685795479,88.11755022488433,141.69643129128391,-53.57888106639959,-27194.975228039628
2010-05-03,16900,16900,16540,16580,291445,-0.02355712603062421,15460.0,-0.06755126658624849,-5.0,-5.0,17377.67626836166,16828.0,16278.32373163834,69.57124409894823,127.27139385281677,-57.700149753868544,-27268.62913530346
2010-05-04,16800,16860,16600,16680,183456,0.006031363088057962,15940.0,-0.04436450839328537,-3.0,-5.0,17283.595556441353,16793.0,16302.404443558647,62.225035662970186,114.26212221484745,-52.037086551877266,-27333.129330842807
2010-05-06,16339,16380,16200,16280,451765,-0.023980815347721784,16140.0,-0.0085995085995086,-3.0,-3.0,17253.23657824825,16748.0,16242.76342175175,23.8515101286539,96.17999979760874,-72.32848966895484,-27410.00675303161
2010-05-07,15960,15980,15760,15880,759225,-0.02457002457002455,15960.0,0.005037783375314861,-3.0,0.0,17257.339000932843,16679.0,16100.660999067157,-38.39386184414616,69.26522746925777,-107.65908931340392,-27524.50230842919
2010-05-10,16000,16100,15940,16060,330582,0.01133501259445846,16380.0,0.019925280199252802,0.0,0.0,17226.812782820074,16626.0,16025.187217179928,-72.36509217218918,40.93916354096838,-113.30425571315756,-27614.697516475
2010-05-11,16240,16240,15820,15820,450658,-0.01494396014943955,16340.0,0.03286978508217446,1.0,1.0,17283.19250211418,16587.0,15890.807497885822,-117.3013541993223,9.291059992910245,-126.59241419223255,-27675.801606147237
2010-05-12,15940,15960,15640,15780,315809,-0.0025284450063211006,16440.0,0.04182509505703422,1.0,1.0,17328.19484745799,16548.0,15767.805152542007,-154.36194291916217,-23.439540589504244,-130.92240232965793,-27737.66560283988
2010-05-13,15960,16400,15940,16260,319461,0.03041825095057038,16600.0,0.020910209102091022,0.0,0.0,17288.279742062423,16516.0,15743.720257937579,-143.34830795129528,-47.421294061862454,-95.92701388943283,-27793.558038473337
2010-05-14,16120,16240,15980,16200,293840,-0.0036900369003689537,16320.0,0.007407407407407408,-3.0,0.0,17205.89863246573,16471.0,15736.10136753427,-137.87211750124516,-65.51145874973899,-72.36065875150616,-27873.910074667325
2010-05-17,15960,15980,15560,15680,530598,-0.032098765432098775,16100.0,0.026785714285714284,0.0,0.0,17182.244477568205,16407.0,15631.755522431795,-173.49194415717284,-87.10755583122577,-86.38438832594707,-27981.94288685288
2010-05-18,15799,15900,15680,15840,363385,0.010204081632652962,16400.0,0.03535353535353535,1.0,1.0,17182.47146772727,16372.0,15561.528532272727,-186.6585668174339,-107.0177580284674,-79.6408087889665,-28040.14416972561
2010-05-19,15700,15700,15380,15460,361171,-0.023989898989899006,16100.0,0.04139715394566624,1.0,1.0,17213.68500600824,16317.0,15420.314993991758,-225.1605239806886,-130.64631121891165,-94.51421276177695,-28129.54236709152
2010-05-20,15300,15439,15100,15120,395806,-0.021992238033635148,15920.0,0.05291005291005291,1.0,1.0,17195.266903882093,16221.0,15246.733096117907,-279.88245025981087,-160.4935390270915,-119.38891123271938,-28290.451920584193
2010-05-24,14940,15280,14880,15160,354475,0.002645502645502562,15840.0,0.044854881266490766,1.0,1.0,17174.83364142952,16138.0,15101.16635857048,-316.3753275410636,-191.66989672988592,-124.70543081117768,-28429.872818248215
2010-05-25,15000,15120,14720,14820,511626,-0.02242744063324542,15480.0,0.044534412955465584,1.0,1.0,17210.066750880414,16049.0,14887.933249119587,-368.48370344471005,-227.03265807285075,-141.4510453718593,-28575.55566096418
2010-05-26,15199,15379,14900,15000,460053,0.012145748987854255,15320.0,0.021333333333333333,0.0,0.0,17173.4287318663,15965.0,14756.571268133697,-390.75113523879554,-259.7763535060397,-130.97478173275584,-28717.72221868109
2010-05-27,14880,15500,14820,15440,444241,0.029333333333333433,15340.0,-0.006476683937823834,-3.0,-3.0,17081.620277886068,15902.0,14722.379722113934,-368.6444093197588,-281.5499646687835,-87.09444465097528,-28828.64380270452
2010-05-28,15740,15740,15340,15560,450925,0.007772020725388629,15340.0,-0.014138817480719794,-3.0,-3.0,17010.222922210254,15855.0,14699.777077789746,-337.55059944792447,-292.7500916246117,-44.800507823312785,-28911.588876113252
2010-05-31,15440,15620,15360,15520,255822,-0.0025706940874036244,15500.0,-0.001288659793814433,-3.0,-3.0,16930.355815567294,15806.0,14681.644184432704,-312.5335051101847,-296.7067743217263,-15.826730788458406,-28998.426307212656
2010-06-01,15520,15580,15300,15360,228117,-0.010309278350515427,15380.0,0.0013020833333333333,-3.0,0.0,16726.029470095662,15725.0,14723.970529904338,-302.13511490129895,-297.79244243764083,-4.342672463658118,-29146.80296738049
2010-06-03,15599,15679,15480,15540,293327,0.01171875,15500.0,-0.002574002574002574,-3.0,-3.0,16595.975622646667,15673.0,14750.024377353335,-276.1861184139798,-293.4711776329086,17.285059218928836,-29241.98240567288
2010-06-04,15500,15940,15480,15860,252280,0.0205920205920207,15920.0,0.0037831021437578815,-3.0,0.0,16437.81883820124,15632.0,14826.181161798757,-227.18122238073738,-280.21318658247435,53.03196420173697,-29320.74227267794
2010-06-07,15580,15740,15540,15740,303328,-0.007566204287515754,16040.0,0.01905972045743329,0.0,0.0,16356.518462847054,15605.0,14853.481537152946,-195.7707628403823,-263.32470183405593,67.55393899367363,-29371.082240094373
2010-06-08,15700,15960,15520,15700,290449,-0.0025412960609910717,15920.0,0.014012738853503185,0.0,0.0,16338.385344682934,15596.0,14853.614655317066,-172.12130578921642,-245.08402262508804,72.96271683587162,-29387.263313212134
2010-06-09,15840,15840,15320,15400,359716,-0.019108280254777066,16480.0,0.07012987012987013,1.0,3.0,16278.125163869934,15563.0,14847.874836130066,-175.56265646663087,-231.1797493933966,55.617092926765736,-29446.17794523973
2010-06-10,15540,15600,15420,15460,356286,0.003896103896103842,16400.0,0.06080206985769728,1.0,3.0,16251.413476655138,15545.0,14838.586523344862,-171.4718325647009,-219.23816602765746,47.76633346295657,-29477.901932882607
2010-06-11,15700,15940,15660,15940,366275,0.031047865459249646,16040.0,0.006273525721455458,-3.0,0.0,16273.363796980388,15553.0,14832.636203019612,-128.02207785447354,-200.99494839302068,72.97287053854714,-29463.129231699917
2010-06-14,15820,16179,15820,16140,241981,0.012547051442910906,15900.0,-0.01486988847583643,-3.0,-3.0,16245.37239349791,15547.0,14848.62760650209,-76.56689022846149,-176.10933676010885,99.54244653164736,-29474.97876938132
2010-06-15,16200,16200,15960,15960,190780,-0.01115241635687736,15960.0,0.0,-3.0,-3.0,16195.287816031767,15535.0,14874.712183968233,-49.73941399465184,-150.83535220701745,101.09593821236561,-29498.2838956638
2010-06-16,16299,16440,16180,16380,376553,0.026315789473684292,16340.0,-0.002442002442002442,-3.0,-3.0,16324.771488597708,15570.0,14815.228511402292,5.350368399298532,-119.59820808575425,124.94857648505278,-29431.419098375827
2010-06-17,16240,16340,16200,16340,233390,-0.0024420024420024333,16160.0,-0.011015911872705019,-3.0,-3.0,16414.25575982107,15595.0,14775.744240178929,45.26002277177395,-86.62656191424861,131.88658468602256,-29383.859173699217
2010-06-18,16500,16500,16240,16440,191872,0.006119951040391758,16220.0,-0.01338199513381995,-3.0,-3.0,16538.838532920883,15644.0,14749.161467079117,83.9896947414145,-52.50331058311599,136.4930053245305,-29294.035135232327
2010-06-21,16600,16780,16500,16600,284790,0.009732360097323589,16360.0,-0.014457831325301205,-3.0,-3.0,16670.210060858422,15718.0,14765.789939141578,126.13984007670115,-16.774680451152562,142.9145205278537,-29162.17449440661
2010-06-22,16540,16540,16260,16320,296417,-0.016867469879518038,16580.0,0.015931372549019607,0.0,0.0,16726.503024719015,15776.0,14825.496975280983,135.38978482569473,13.6582126042169,121.73157222147783,-29061.9416629232
2010-06-23,16220,16220,16000,16100,350031,-0.013480392156862697,16740.0,0.03975155279503106,1.0,1.0,16691.633724085656,15840.0,14988.366275914346,123.54413145438593,35.6353963742507,87.90873508013523,-28957.81769516084
2010-06-24,16160,16460,16100,16400,283144,0.01863354037267073,16540.0,0.00853658536585366,-3.0,0.0,16702.01010094569,15910.0,15117.989899054312,136.78706250017603,55.86572959943577,80.92133290074027,-28840.691758232446
2010-06-25,16180,16200,16040,16100,340230,-0.018292682926829285,16200.0,0.006211180124223602,-3.0,0.0,16708.48285415155,15943.0,15177.517145848453,121.67212742209085,69.02700916396678,52.64511825812407,-28785.36964623862
2010-06-28,16100,16160,15919,15920,261209,-0.011180124223602483,16200.0,0.017587939698492462,0.0,0.0,16706.275787879895,15961.0,15215.724212120103,94.08439050994821,74.03848543316306,20.045905076785147,-28755.577173187048
2010-06-29,16020,16080,15740,15840,251786,-0.005025125628140725,16300.0,0.02904040404040404,0.0,0.0,16697.03055490722,15977.0,15256.96944509278,65.01611355017849,72.23401105656615,-7.217897506387658,-28729.581440776114
2010-06-30,15399,15600,15399,15480,536406,-0.022727272727272707,16120.0,0.041343669250646,1.0,1.0,16684.116252842567,15983.0,15281.883747157435,12.782949395941614,60.34379872444124,-47.56084932849963,-28720.464039082835
2010-07-01,15580,15600,15199,15320,444516,-0.01033591731266148,16080.0,0.04960835509138381,1.0,1.0,16706.672716248533,15972.0,15237.327283751465,-41.04967721374305,40.065103536804386,-81.11478075054744,-28737.25406529574
2010-07-02,15400,15480,15260,15340,233128,0.0013054830287206887,16020.0,0.04432855280312908,1.0,1.0,16729.846923831432,15946.0,15162.153076168568,-81.1629923385517,15.819484361733167,-96.98247670028488,-28778.952736192936
2010-07-05,15260,15400,15220,15340,200619,0.0,16040.0,0.04563233376792699,1.0,1.0,16749.271522646082,15926.0,15102.728477353918,-111.66586894814827,-9.677586300243124,-101.98828264790515,-28810.92188569277
2010-07-06,15240,15500,15100,15500,358388,0.010430247718383301,15860.0,0.023225806451612905,0.0,0.0,16754.722838606413,15916.0,15077.277161393586,-121.52805581950633,-32.04768020409577,-89.48037561541057,-28827.191056101514
2010-07-07,15599,15620,15299,15380,324156,-0.007741935483870921,15580.0,0.013003901170351105,0.0,0.0,16756.22529681412,15915.0,15073.774703185882,-137.44255486892325,-53.12665513706126,-84.31589973186199,-28828.75403227025
2010-07-08,15660,15680,15399,15500,295553,0.007802340702210753,15320.0,-0.011612903225806452,-3.0,-3.0,16754.068694911,15917.0,15079.931305089003,-138.77223298605713,-70.25577070686043,-68.5164622791967,-28825.571420095785
2010-07-09,15580,15919,15460,15920,372579,0.02709677419354839,15620.0,-0.018844221105527637,-3.0,-3.0,16753.00418159051,15916.0,15078.99581840949,-104.72828013781691,-77.15027259305172,-27.578007544765185,-28827.305847048683
2010-07-12,15980,16040,15840,16040,252065,0.007537688442211143,15640.0,-0.02493765586034913,-3.0,-3.0,16743.776080348132,15911.0,15078.223919651868,-67.28953326084411,-75.1781247266102,7.888591465766098,-28836.238836664576
2010-07-13,15960,16160,15880,15920,307189,-0.007481296758104716,15640.0,-0.017587939698492462,-3.0,-3.0,16741.487837748995,15909.0,15076.512162251003,-46.7629990038331,-69.49509958205479,22.73210057822169,-28839.71832477514
2010-07-14,16260,16560,16260,16480,664091,0.035175879396984966,15560.0,-0.055825242718446605,-5.0,-5.0,16758.85264987452,15914.0,15069.147350125479,14.524319847145307,-52.69121569621477,67.21553554336008,-28830.241875504136
2010-07-15,16500,16500,16360,16400,321508,-0.004854368932038833,15780.0,-0.03780487804878049,-3.0,-5.0,16768.283736482732,15917.0,15065.716263517268,55.994164304782316,-30.95413969601535,86.94830400079766,-28824.621982208548
2010-07-16,16320,16400,16040,16040,338810,-0.02195121951219514,15680.0,-0.022443890274314215,-3.0,-3.0,16716.39245786131,15897.0,15077.607542138689,59.128724329371835,-12.937566890937912,72.06629122030975,-28861.354395724018
2010-07-19,15720,15980,15720,15900,292107,-0.00872817955112215,15800.0,-0.006289308176100629,-3.0,-3.0,16615.43480142611,15862.0,15108.565198573891,49.742653416107714,-0.40152282952878515,50.1441762456365,-28926.313909770306
2010-07-20,15900,16040,15720,15960,231722,0.0037735849056603765,15660.0,-0.018796992481203006,-3.0,-3.0,16569.490179120297,15844.0,15118.509820879703,46.60835109470645,9.000451955318262,37.60789913938819,-28959.32248579557
2010-07-21,16340,16360,16120,16340,331706,0.023809523809523725,15440.0,-0.05507955936352509,-5.0,-5.0,16605.570543711532,15856.0,15106.42945628847,73.93494214096245,21.9873499924471,51.94759214851535,-28936.952715925327
2010-07-22,16240,16340,16020,16160,309521,-0.011015911872705009,15460.0,-0.043316831683168314,-3.0,-5.0,16565.509528696606,15844.0,15122.490471303394,80.143126668474,33.61850532765248,46.52462134082152,-28959.588357710825
2010-07-23,16300,16340,16140,16220,282472,0.003712871287128605,15320.0,-0.055487053020961775,-5.0,-5.0,16581.846978541278,15850.0,15118.15302145872,88.8801017066271,44.6708246034474,44.2092771031797,-28948.517200104085
2010-07-26,16260,16400,16180,16360,212627,0.008631319358816336,15520.0,-0.05134474327628362,-5.0,-5.0,16636.659401302306,15872.0,15107.340598697694,105.88052258601601,56.912764199961124,48.96775838605489,-28908.26302630471
2010-07-27,16480,16600,16420,16580,382877,0.01344743276283622,15120.0,-0.08805790108564536,-5.0,-10.0,16733.1820187313,15909.0,15084.817981268701,135.5431825617652,72.63884787232195,62.90433468944326,-28840.273079344108
2010-07-28,16640,16800,16620,16740,465199,0.00965018094089265,15040.0,-0.1015531660692951,-10.0,-10.0,16846.473555918074,15972.0,15097.526444081926,170.00203943664928,92.11148618518742,77.89055325146187,-28727.916617129984
2010-07-29,16780,16800,16480,16540,297472,-0.01194743130227005,15180.0,-0.08222490931076179,-5.0,-10.0,16887.004683827905,16033.0,15178.995316172095,179.10795819119812,109.51078058638956,69.59717760480856,-28623.746554694753
2010-07-30,16440,16540,16200,16200,328824,-0.02055622732769047,15220.0,-0.06049382716049383,-5.0,-5.0,16870.64205778451,16076.0,15281.35794221549,157.0786015665144,119.02434478241453,38.05425678409988,-28553.316372542035
2010-08-02,16340,16360,16200,16200,249388,0.0,15600.0,-0.037037037037037035,-3.0,-5.0,16839.274947502687,16119.0,15398.725052497311,138.0290645920013,122.82528874433189,15.20377584766942,-28483.88835599978
2010-08-03,16400,16440,16300,16300,262302,0.006172839506172867,15760.0,-0.033128834355828224,-3.0,-5.0,16824.068417533115,16159.0,15493.931582466887,129.5084408701805,124.1619191695016,5.346521700678892,-28418.37093784537
